rekrutacja,kolejność_plików,publication_date,print_datetime,page,page_total,wojewodztwo,lp,dziedzina_medycyny,numer_wniosku,tryb_szkolenia,punktacja_proc,srednia_arytmetyczna,data_zlozenia_wniosku,ilość_zakwalifikowanych_w_trybie,czy_miejsca_doktoranckie,doktoranckie_podmiot,doktoranckie_jednostka
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,55,Medycyna rodzinna,2024/026743,Rezydencki,85.78,3.67,03.10.2024 18:39:48,11,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,56,Medycyna rodzinna,2024/027262,Rezydencki,84.80,4.17,04.10.2024 13:37:31,11,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,57,Medycyna rodzinna,2024/023428,Rezydencki,83.57,4.18,27.09.2024 19:22:23,11,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,58,Medycyna rodzinna,2024/025049,Rezydencki,81.86,4.43,24.09.2024 11:10:41,11,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,59,Medycyna rodzinna,2024/027289,Rezydencki,79.66,4.43,15.10.2024 14:46:14,11,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,60,Medycyna rodzinna,2024/025195,Rezydencki,79.02,3.78,11.09.2024 14:06:11,11,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,61,Medycyna rodzinna,2024/028986,Rezydencki,71.57,4.16,26.09.2024 15:47:07,11,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,62,Medycyna rodzinna,2024/023131,Pozarezydencki,70.91,3.39,03.09.2024 20:58:46,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,63,Neurologia,2024/027892,Rezydencki,88.41,4.44,22.09.2024 12:37:42,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,64,Neurologia,2024/029762,Rezydencki,87.75,4.26,16.10.2024 13:10:31,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,65,Neurologia,2024/029924,Rezydencki,86.76,4.37,27.09.2024 06:54:31,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,66,Neurologia,2024/030215,Rezydencki,85.29,3.92,26.09.2024 17:53:59,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,67,Neurologia,2024/030961,Rezydencki,85.27,4.53,30.09.2024 17:31:47,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,68,Neurologia,2024/028643,Rezydencki,82.84,4.06,26.09.2024 17:23:27,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,69,Neurologia,2024/022223,Rezydencki,82.35,3.61,30.09.2024 23:24:19,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,70,Neurologia,2024/030005,Rezydencki,77.78,3.07,29.09.2024 18:30:52,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,71,Neurologia,2024/032629,Rezydencki,76.33,4.49,07.10.2024 12:16:46,9,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,72,Neurologia dziecięca,2024/030816,Rezydencki,81.64,4.31,27.09.2024 20:59:15,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,73,Neurologia dziecięca,2024/028026,Rezydencki,73.53,4.33,11.10.2024 10:22:59,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,74,Okulistyka,2024/032276,Rezydencki,86.83,4.10,30.09.2024 19:02:45,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,75,Okulistyka,2024/025676,Rezydencki,86.83,3.97,30.09.2024 21:12:19,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,76,Okulistyka,2024/028160,Rezydencki,86.71,4.12,29.09.2024 12:59:47,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,77,Okulistyka,2024/027874,Rezydencki,86.52,4.17,24.09.2024 23:30:02,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,78,Onkologia kliniczna,2024/031940,Rezydencki,86.52,4.34,30.09.2024 15:11:22,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,79,144,Opolskie,79,Ortopedia i traumatologia narządu ruchu,2024/032774,Rezydencki,90.44,4.32,30.09.2024 21:48:57,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,80,Ortopedia i traumatologia narządu ruchu,2024/028825,Rezydencki,88.73,4.59,23.09.2024 23:06:39,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,81,Ortopedia i traumatologia narządu ruchu,2024/024285,Rezydencki,84.06,0.00,08.10.2024 13:46:03,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,82,Ortopedia i traumatologia narządu ruchu,2024/030772,Rezydencki,81.37,3.70,30.09.2024 19:37:54,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,83,Ortopedia i traumatologia narządu ruchu,2024/032846,Rezydencki,80.68,3.74,29.09.2024 21:20:10,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,84,Ortopedia i traumatologia narządu ruchu,2024/033128,Rezydencki,72.55,4.34,30.09.2024 00:12:16,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,85,Ortopedia i traumatologia narządu ruchu,2024/022667,Rezydencki,69.36,4.17,02.10.2024 16:08:58,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,86,Ortopedia i traumatologia narządu ruchu,2024/032163,Rezydencki,61.76,3.93,30.09.2024 14:39:11,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,87,Otorynolaryngologia,2024/022882,Rezydencki,91.79,4.27,28.09.2024 17:41:51,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,88,Pediatria,2024/026054,Rezydencki,87.44,4.26,30.09.2024 18:21:44,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,89,Pediatria,2024/031632,Rezydencki,86.96,3.88,28.09.2024 10:32:07,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,90,Pediatria,2024/032407,Rezydencki,85.29,4.33,29.09.2024 22:21:01,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,91,Pediatria,2024/028616,Rezydencki,83.82,4.06,27.09.2024 15:22:29,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,92,Pediatria,2024/031957,Rezydencki,81.37,4.37,29.09.2024 22:32:22,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,93,Pediatria,2024/028359,Rezydencki,81.37,4.06,30.09.2024 22:38:36,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,94,Pediatria,2024/029125,Rezydencki,78.74,4.28,29.09.2024 22:09:35,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,95,Pediatria,2024/034009,Rezydencki,61.35,0.00,17.10.2024 18:22:23,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,96,Położnictwo i ginekologia,2024/022681,Rezydencki,88.73,4.31,01.09.2024 20:31:35,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,97,Położnictwo i ginekologia,2024/031701,Rezydencki,77.56,3.95,30.09.2024 21:26:23,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,98,Położnictwo i ginekologia,2024/027120,Rezydencki,73.53,3.74,02.10.2024 20:39:38,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,99,Położnictwo i ginekologia,2024/034134,Rezydencki,70.10,3.45,29.10.2024 11:32:31,4,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,100,Psychiatria,2024/025789,Rezydencki,88.41,4.04,29.09.2024 22:22:37,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,101,Psychiatria,2024/022831,Rezydencki,86.83,3.81,27.09.2024 04:02:41,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,102,Psychiatria,2024/031992,Rezydencki,85.02,4.29,30.09.2024 20:09:00,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,103,Psychiatria,2024/032999,Rezydencki,84.78,4.19,30.09.2024 13:17:51,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,104,Psychiatria,2024/026843,Rezydencki,80.98,3.76,29.09.2024 14:43:10,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,105,Psychiatria,2024/030037,Rezydencki,79.90,3.77,27.09.2024 16:02:48,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,106,Psychiatria,2024/028292,Rezydencki,79.05,3.32,07.10.2024 17:16:48,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,107,Psychiatria,2024/031354,Rezydencki,78.54,3.70,27.09.2024 11:22:28,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,108,Radiologia i diagnostyka obrazowa,2024/023753,Rezydencki,89.71,4.45,20.09.2024 14:47:51,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,109,Radiologia i diagnostyka obrazowa,2024/022459,Rezydencki,88.89,4.43,27.09.2024 12:28:20,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,110,Radiologia i diagnostyka obrazowa,2024/027438,Rezydencki,88.41,4.31,26.09.2024 12:57:28,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,111,Radiologia i diagnostyka obrazowa,2024/023148,Rezydencki,87.68,4.43,02.09.2024 19:18:56,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,112,Radiologia i diagnostyka obrazowa,2024/033192,Rezydencki,87.44,4.03,30.09.2024 08:28:49,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,113,Radiologia i diagnostyka obrazowa,2024/030769,Rezydencki,86.96,4.59,30.09.2024 17:28:51,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,114,Radiologia i diagnostyka obrazowa,2024/032810,Rezydencki,86.47,4.37,30.09.2024 21:26:22,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,115,Radiologia i diagnostyka obrazowa,2024/032895,Rezydencki,85.02,3.68,29.09.2024 21:59:32,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,116,Radiologia i diagnostyka obrazowa,2024/030399,Rezydencki,85.02,3.52,29.09.2024 22:47:19,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,80,144,Opolskie,117,Radiologia i diagnostyka obrazowa,2024/034032,Rezydencki,84.78,3.89,28.10.2024 10:24:01,10,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Opolskie,118,Radioterapia onkologiczna,2024/032859,Rezydencki,79.51,4.15,29.09.2024 21:12:32,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Opolskie,119,Rehabilitacja medyczna,2024/028215,Pozarezydencki,67.82,0.00,22.09.2024 23:15:09,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Opolskie,120,Urologia,2024/029288,Rezydencki,86.83,4.38,27.09.2024 09:01:25,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Opolskie,1,Kardiologia,2024/026964,Rezydencki,85.05,4.45,30.09.2024 16:09:27,1,TAK,Uniwersytecki Szpital Kliniczny w Opolu,Oddział Kardiologii z Pododdziałem Interwencji Sercowo-Naczyniowych
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,1,Alergologia,2024/032784,Pozarezydencki,83.18,4.57,15.10.2024 21:43:54,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,2,Alergologia,2024/026855,Pozarezydencki,80.00,4.55,20.10.2024 17:31:35,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,3,Alergologia,2024/023893,Pozarezydencki,70.91,0.00,09.10.2024 09:33:34,3,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,4,Anestezjologia i intensywna terapia,2024/028541,Rezydencki,92.44,4.27,27.09.2024 13:17:20,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,5,Anestezjologia i intensywna terapia,2024/033129,Rezydencki,88.41,3.84,30.09.2024 22:32:07,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,6,Anestezjologia i intensywna terapia,2024/030711,Rezydencki,87.44,3.93,29.09.2024 12:06:41,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,7,Anestezjologia i intensywna terapia,2024/030631,Rezydencki,87.25,3.86,27.09.2024 10:20:44,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,8,Anestezjologia i intensywna terapia,2024/032139,Rezydencki,84.39,3.67,30.09.2024 21:35:12,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,9,Anestezjologia i intensywna terapia,2024/032201,Rezydencki,83.33,4.05,22.10.2024 10:15:29,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,10,Anestezjologia i intensywna terapia,2024/028278,Rezydencki,82.13,3.45,30.09.2024 19:42:31,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,11,Anestezjologia i intensywna terapia,2024/032678,Rezydencki,80.39,3.85,29.09.2024 18:56:32,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,12,Anestezjologia i intensywna terapia,2024/033734,Rezydencki,80.19,3.40,17.10.2024 13:24:50,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,13,Anestezjologia i intensywna terapia,2024/030059,Rezydencki,80.00,3.88,28.09.2024 20:18:49,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,14,Anestezjologia i intensywna terapia,2024/026788,Rezydencki,78.74,0.00,04.10.2024 10:26:21,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,15,Anestezjologia i intensywna terapia,2024/032319,Rezydencki,77.94,3.74,02.10.2024 13:55:30,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,16,Anestezjologia i intensywna terapia,2024/028164,Rezydencki,75.85,4.68,11.10.2024 00:34:18,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,17,Anestezjologia i intensywna terapia,2024/033329,Rezydencki,71.50,3.63,28.10.2024 23:04:37,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,18,Chirurgia dziecięca,2024/023045,Rezydencki,79.23,3.92,04.10.2024 09:45:18,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,19,Chirurgia klatki piersiowej,2024/027320,Rezydencki,81.86,3.84,29.09.2024 09:43:54,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,20,Chirurgia klatki piersiowej,2024/030234,Rezydencki,62.25,3.27,30.09.2024 21:56:03,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,21,Chirurgia klatki piersiowej,2024/025678,Pozarezydencki,69.12,0.00,28.10.2024 11:06:47,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,22,Chirurgia naczyniowa,2024/031946,Rezydencki,89.76,4.69,28.09.2024 12:34:16,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,23,Chirurgia naczyniowa,2024/031082,Rezydencki,87.75,3.85,30.09.2024 00:34:32,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,24,Chirurgia naczyniowa,2024/026924,Pozarezydencki,80.68,4.23,02.10.2024 13:26:59,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,81,144,Podkarpackie,25,Chirurgia naczyniowa,2024/022350,Pozarezydencki,70.91,0.00,11.10.2024 05:47:02,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,26,Chirurgia ogólna,2024/027626,Rezydencki,84.54,3.26,26.09.2024 22:39:53,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,27,Chirurgia ogólna,2024/030153,Rezydencki,83.33,3.43,08.10.2024 22:21:47,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,28,Chirurgia ogólna,2024/023817,Pozarezydencki,80.00,0.00,29.10.2024 23:09:23,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,29,Chirurgia onkologiczna,2024/022540,Rezydencki,84.31,3.58,29.09.2024 21:45:29,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,30,Chirurgia onkologiczna,2024/025851,Pozarezydencki,70.91,3.39,17.10.2024 20:50:01,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,31,Chirurgia szczękowo-twarzowa,2024/029411,Rezydencki,83.17,3.75,25.09.2024 12:04:13,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,32,Chirurgia szczękowo-twarzowa,2024/033929,Rezydencki,82.61,4.08,16.10.2024 13:21:56,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,33,Choroby płuc,2024/031695,Rezydencki,89.71,4.00,27.09.2024 19:20:40,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,34,Choroby płuc,2024/029923,Rezydencki,88.89,3.94,26.09.2024 19:29:54,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,35,Choroby płuc,2024/030714,Pozarezydencki,78.04,4.33,27.09.2024 18:31:45,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,36,Choroby płuc dzieci,2024/028166,Rezydencki,89.86,4.52,10.10.2024 19:24:58,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,37,Choroby wewnętrzne,2024/022258,Rezydencki,90.24,4.38,20.09.2024 19:46:08,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,38,Choroby wewnętrzne,2024/027117,Rezydencki,89.27,4.48,27.09.2024 10:29:47,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,39,Choroby wewnętrzne,2024/023392,Rezydencki,87.32,4.38,03.09.2024 14:53:10,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,40,Choroby wewnętrzne,2024/029599,Rezydencki,85.02,3.97,28.09.2024 16:16:23,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,41,Choroby wewnętrzne,2024/027129,Rezydencki,84.88,3.38,12.10.2024 10:35:44,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,42,Choroby wewnętrzne,2024/028417,Rezydencki,84.80,4.18,30.09.2024 10:50:31,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,43,Choroby wewnętrzne,2024/031856,Rezydencki,82.13,4.02,29.09.2024 11:22:33,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,44,Choroby wewnętrzne,2024/031362,Rezydencki,81.95,3.34,27.09.2024 11:38:05,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,45,Choroby wewnętrzne,2024/030939,Rezydencki,80.19,3.61,30.09.2024 19:16:28,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,46,Choroby wewnętrzne,2024/033234,Rezydencki,79.90,3.84,30.09.2024 23:38:58,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,47,Choroby wewnętrzne,2024/028459,Rezydencki,79.41,3.69,30.09.2024 19:42:29,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,48,Choroby wewnętrzne,2024/022928,Rezydencki,78.92,3.57,25.09.2024 22:58:54,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,49,Choroby wewnętrzne,2024/022508,Rezydencki,77.94,3.48,09.09.2024 21:07:46,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,50,Choroby wewnętrzne,2024/023571,Rezydencki,75.36,3.42,04.10.2024 13:16:11,14,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,51,Choroby zakaźne,2024/022735,Rezydencki,76.47,3.94,05.09.2024 18:25:04,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,52,Dermatologia i wenerologia,2024/023317,Rezydencki,91.91,3.91,27.09.2024 08:48:03,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,53,Dermatologia i wenerologia,2024/031779,Rezydencki,91.79,4.55,29.09.2024 21:54:20,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,54,Diabetologia,2024/029619,Rezydencki,86.23,4.14,27.09.2024 14:28:18,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,55,Diabetologia,2024/029819,Pozarezydencki,78.50,0.00,26.09.2024 18:07:16,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,56,Diabetologia,2024/030533,Pozarezydencki,78.04,3.61,07.10.2024 10:42:56,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,57,Endokrynologia,2024/027348,Rezydencki,95.12,4.47,23.09.2024 21:36:32,7,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,58,Endokrynologia,2024/022639,Rezydencki,93.14,4.52,02.09.2024 12:40:43,7,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,59,Endokrynologia,2024/023985,Rezydencki,92.20,4.39,26.09.2024 16:47:26,7,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,60,Endokrynologia,2024/031081,Rezydencki,91.79,4.09,30.09.2024 00:38:49,7,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,61,Endokrynologia,2024/030205,Rezydencki,91.79,3.82,30.09.2024 10:55:13,7,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,62,Endokrynologia,2024/032047,Rezydencki,91.71,4.47,29.09.2024 10:44:51,7,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,82,144,Podkarpackie,63,Endokrynologia,2024/023866,Rezydencki,91.67,4.48,22.09.2024 13:53:04,7,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,64,Endokrynologia,2024/022210,Pozarezydencki,84.65,4.05,15.10.2024 19:00:07,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,65,Gastroenterologia,2024/028405,Rezydencki,90.20,4.23,23.09.2024 13:22:15,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,66,Gastroenterologia,2024/030180,Pozarezydencki,80.00,4.31,29.10.2024 10:06:58,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,67,Gastroenterologia dziecięca,2024/025160,Pozarezydencki,72.14,0.00,02.10.2024 19:46:29,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,68,Geriatria,2024/027073,Rezydencki,80.19,3.74,18.09.2024 17:06:08,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,69,Geriatria,2024/023305,Pozarezydencki,70.91,0.00,02.10.2024 13:06:05,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,70,Ginekologia onkologiczna,2024/022794,Pozarezydencki,90.55,2.63,03.10.2024 09:57:53,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,71,Ginekologia onkologiczna,2024/032230,Pozarezydencki,80.00,4.09,12.10.2024 00:39:20,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,72,Hematologia,2024/031028,Rezydencki,91.30,4.53,29.09.2024 23:12:36,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,73,Hematologia,2024/032670,Pozarezydencki,61.82,0.00,29.09.2024 18:55:06,1,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,74,Kardiochirurgia,2024/032657,Rezydencki,82.61,0.00,28.10.2024 06:34:04,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,75,Kardiochirurgia,2024/031427,Rezydencki,59.31,3.61,27.09.2024 13:04:25,2,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,76,Kardiologia,2024/031044,Rezydencki,90.73,4.22,27.09.2024 20:22:52,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,77,Kardiologia,2024/029898,Rezydencki,90.34,4.28,25.09.2024 18:47:24,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,78,Kardiologia,2024/022476,Rezydencki,90.24,4.00,27.09.2024 19:20:39,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,79,Kardiologia,2024/030260,Rezydencki,87.44,4.20,25.09.2024 23:56:47,8,NIE,,
j-2024,12,19.11.2024,19.11.2024 09:28:25,83,144,Podkarpackie,80,Kardiologia,2024/030391,Rezydencki,87.25,3.75,30.09.2024 18:22:07,8,NIE,,
